Employee_ID,Department,Age,Salary,Projects_Completed,Working_Hours,Performance_Score,Promotion_Status
EMP101647,IT,33,101831,9,38.3,61,No
EMP101648,Marketing,22,72713,12,43.4,67,No
EMP101649,Marketing,29,85060,10,45.7,73,No
EMP101650,Marketing,40,101437,16,47.9,100,Yes
EMP101651,IT,46,104959,6,40.2,73,No
EMP101652,HR,32,78648,10,43.6,65,No
EMP101653,HR,41,91627,12,43.7,69,No
EMP101654,Finance,22,82347,10,48.4,70,No
EMP101655,IT,40,96915,9,45.9,78,No
EMP101656,Operations,29,86775,8,48.5,70,No
EMP101657,Sales,37,81711,6,33.7,28,No
EMP101658,HR,33,73197,9,38.7,50,No
EMP101659,Finance,46,106886,9,47.2,91,Yes
EMP101660,Finance,28,84565,9,44.9,70,Yes
EMP101661,Sales,40,93933,6,41.4,57,Yes
EMP101662,Sales,33,89309,9,39.6,59,No
EMP101663,Operations,34,81036,10,45.9,68,No
EMP101664,Finance,34,107119,13,32.1,75,Yes
EMP101665,Operations,28,76536,7,46.0,61,No
EMP101666,Operations,35,91649,9,42.5,73,No
EMP101667,IT,34,104813,6,39.6,63,No
EMP101668,Operations,37,98519,8,44.5,70,Yes
EMP101669,IT,36,111463,15,40.1,94,Yes
EMP101670,Marketing,41,83562,7,42.1,52,No
EMP101671,Finance,42,109862,17,41.8,98,Yes
EMP101672,Operations,27,94772,13,45.7,97,Yes
EMP101673,Operations,42,90789,6,42.8,58,No
EMP101674,Marketing,26,69190,5,32.5,29,Yes
EMP101675,Marketing,40,81927,6,35.0,44,No
EMP101676,HR,40,86475,6,36.6,37,No
EMP101677,IT,22,85848,7,44.3,63,No
EMP101678,Finance,36,109141,11,44.8,97,Yes
EMP101679,IT,31,97911,13,50.4,88,Yes
EMP101680,Sales,29,82469,6,36.9,48,No
EMP101681,HR,46,97629,10,48.5,82,No
EMP101682,Operations,30,91282,10,32.3,55,No
EMP101683,Sales,29,92976,14,42.1,83,Yes
EMP101684,Marketing,36,82655,8,43.2,67,No
EMP101685,IT,40,110321,8,43.2,63,No
EMP101686,Operations,34,87791,8,40.5,65,No
EMP101687,Operations,44,95291,7,42.6,63,No
EMP101688,Finance,39,108267,13,35.8,62,No
EMP101689,Sales,22,71180,9,46.3,68,No
EMP101690,Marketing,31,84092,8,43.2,63,No
EMP101691,IT,31,97622,12,43.8,74,Yes
EMP101692,Sales,39,102031,15,40.6,89,Yes
EMP101693,Finance,22,88461,6,40.4,43,No
EMP101694,IT,55,112556,7,44.6,67,No
EMP101695,Finance,39,96720,6,49.9,71,Yes
EMP101696,IT,36,97941,8,35.0,42,Yes
EMP101697,IT,44,101046,8,34.8,47,No
EMP101698,IT,54,117176,8,43.3,67,No
EMP101699,Operations,42,92345,10,40.3,68,No
EMP101700,Sales,43,111399,8,42.6,75,No
EMP101701,Operations,36,96992,13,41.9,74,Yes
EMP101702,Finance,34,91103,8,45.1,60,No
EMP101703,HR,31,100871,15,40.6,88,No
EMP101704,Sales,28,72456,6,36.0,41,No
EMP101705,Finance,30,91566,6,38.1,45,No
EMP101706,IT,24,86755,8,41.2,75,No
EMP101707,Sales,34,78126,9,35.7,53,No
EMP101708,IT,22,76773,7,41.8,53,No
EMP101709,Sales,37,98020,10,42.3,70,Yes
EMP101710,Sales,35,91413,9,40.2,72,Yes
EMP101711,IT,36,94230,6,43.0,64,Yes
EMP101712,IT,31,89757,9,33.9,40,No
EMP101713,Marketing,60,112123,8,37.2,58,No
EMP101714,Finance,46,120950,17,36.3,91,Yes
EMP101715,IT,25,97968,9,46.4,75,No
EMP101716,Operations,37,85354,8,53.5,83,Yes
EMP101717,IT,30,85707,7,37.6,43,No
EMP101718,Sales,27,88973,13,40.8,76,No
EMP101719,Operations,24,59221,4,38.5,46,No
EMP101720,IT,38,98992,6,43.1,62,Yes
EMP101721,IT,30,80872,7,39.0,46,No
EMP101722,IT,43,106677,12,43.4,73,Yes
EMP101723,HR,43,82388,7,45.3,58,No
EMP101724,IT,46,97957,7,35.9,45,No
EMP101725,Sales,28,85010,6,43.4,53,No
EMP101726,IT,39,102530,7,33.0,55,No
EMP101727,Sales,40,104534,10,40.7,73,No
EMP101728,Operations,31,84988,6,40.4,48,No
EMP101729,Marketing,29,79991,9,40.9,46,No
EMP101730,Sales,48,108423,10,40.4,80,Yes
EMP101731,HR,37,88082,7,39.5,52,No
EMP101732,Sales,40,107031,9,40.7,71,Yes
EMP101733,Sales,28,77051,10,43.2,59,No
EMP101734,Finance,25,100120,10,43.3,72,Yes
EMP101735,IT,30,77106,5,42.6,44,No
EMP101736,Operations,34,86228,9,39.1,49,No
EMP101737,Finance,26,86644,10,47.4,69,No
EMP101738,IT,35,100995,10,49.6,85,No
EMP101739,Finance,22,84183,5,35.6,44,No
EMP101740,Finance,26,88671,8,42.8,58,No
EMP101741,Marketing,40,96677,9,39.7,55,Yes
EMP101742,Marketing,40,104013,11,46.6,82,No
EMP101743,Marketing,32,83075,7,41.9,63,No
EMP101744,IT,27,80948,7,42.3,49,No
EMP101745,Finance,27,86714,8,44.5,65,No
EMP101746,Finance,32,92005,9,40.5,59,Yes
EMP101747,IT,40,100943,10,50.4,95,No
EMP101748,HR,42,111777,16,44.5,96,Yes
EMP101749,Marketing,31,83073,9,46.7,76,No
EMP101750,IT,26,75277,6,40.9,57,No
EMP101751,Sales,37,84224,7,41.4,69,No
EMP101752,IT,28,100210,13,46.1,78,No
EMP101753,IT,31,103297,11,45.6,72,No
EMP101754,IT,46,107090,5,35.8,60,No
EMP101755,Operations,42,96117,6,42.6,68,No
EMP101756,Marketing,36,95338,15,44.4,86,Yes
EMP101757,Operations,25,73357,6,41.3,23,No
EMP101758,Finance,37,108219,16,43.9,99,Yes
EMP101759,IT,44,106030,8,41.6,56,No
EMP101760,Sales,32,86929,9,30.8,41,No
EMP101761,Finance,46,99040,6,35.4,51,Yes
EMP101762,Marketing,45,101110,7,46.9,74,Yes
EMP101763,IT,48,116745,14,40.8,100,Yes
EMP101764,Finance,37,93408,11,42.9,72,No
EMP101765,IT,40,94089,6,42.0,50,No
EMP101766,HR,46,107100,12,37.9,83,Yes
EMP101767,Marketing,39,91435,7,39.7,60,No
EMP101768,Finance,31,83301,11,43.6,69,No
EMP101769,Finance,31,86784,5,44.2,55,No
EMP101770,Finance,37,93709,7,52.9,74,Yes
EMP101771,Finance,25,82496,10,39.6,68,No
EMP101772,Marketing,34,89148,11,50.4,98,Yes
EMP101773,Operations,44,89398,7,37.7,47,Yes
EMP101774,Operations,22,72039,7,44.4,60,No
EMP101775,Marketing,47,85995,4,42.9,37,No
EMP101776,HR,44,100900,14,41.4,77,Yes
EMP101777,Sales,31,87908,11,42.0,76,Yes
EMP101778,Finance,39,104619,9,38.9,66,No
EMP101779,HR,35,94238,15,46.5,85,Yes
EMP101780,Marketing,45,102636,8,37.8,61,No
EMP101781,IT,43,107826,13,43.6,95,Yes
EMP101782,Operations,24,78153,10,45.8,59,No
EMP101783,Finance,40,111582,13,48.9,100,Yes
EMP101784,Sales,33,87254,4,46.9,61,No
EMP101785,Sales,36,83765,8,44.9,69,No
EMP101786,Operations,29,76154,8,38.8,53,No
EMP101787,Sales,49,111032,9,38.1,82,No
EMP101788,Sales,43,110470,9,36.3,73,Yes
EMP101789,IT,29,94515,10,35.8,59,No
EMP101790,Sales,24,69540,8,42.0,61,No
EMP101791,IT,32,80857,5,38.4,38,No
EMP101792,Marketing,38,94409,10,48.0,78,Yes
EMP101793,Sales,37,102945,13,39.1,91,Yes
EMP101794,Sales,45,100072,8,42.5,70,Yes
EMP101795,IT,41,100726,10,40.7,77,No
EMP101796,IT,43,112608,8,35.0,70,Yes
EMP101797,Marketing,38,95108,12,47.4,90,Yes
EMP101798,IT,24,88162,9,45.5,64,No
EMP101799,IT,33,85161,9,46.1,83,No
EMP101800,IT,43,116807,10,45.0,88,Yes
EMP101801,Operations,35,77091,4,38.2,44,No
EMP101802,Marketing,39,101068,9,38.3,65,No
EMP101803,Finance,32,97076,10,44.3,84,No
EMP101804,HR,27,61428,7,49.7,75,No
EMP101805,HR,34,85273,10,43.9,67,No
EMP101806,Marketing,37,98739,8,46.9,82,Yes
EMP101807,Sales,30,81612,9,39.4,59,No
EMP101808,IT,33,105750,9,47.5,64,No
EMP101809,IT,27,92714,10,39.9,56,No
EMP101810,IT,44,118842,10,43.2,85,Yes
EMP101811,Sales,33,89757,9,40.2,71,No
EMP101812,Marketing,47,101856,9,46.4,82,Yes
EMP101813,HR,47,108623,9,46.5,86,Yes
EMP101814,IT,34,99528,8,34.6,76,No
EMP101815,IT,27,88988,10,48.6,83,No
EMP101816,Operations,22,73543,7,53.9,69,No
EMP101817,HR,23,61811,7,40.2,45,No
EMP101818,Marketing,24,72047,7,41.4,65,No
EMP101819,Sales,46,109774,8,48.2,69,No
EMP101820,Finance,36,95429,9,42.3,78,No
EMP101821,IT,38,100153,11,42.0,76,Yes
EMP101822,IT,22,78599,10,51.5,72,No
EMP101823,Sales,25,79642,9,35.2,40,No
EMP101824,Marketing,42,91755,9,38.1,73,No
EMP101825,Sales,37,76004,4,44.1,41,No
EMP101826,Sales,34,84608,10,33.9,55,No
EMP101827,IT,40,116651,12,40.1,75,No
EMP101828,Operations,48,112146,13,40.1,100,Yes
EMP101829,Marketing,33,80747,6,46.8,61,No
EMP101830,HR,36,78600,9,45.5,56,No
EMP101831,Operations,37,94511,12,33.6,61,No
EMP101832,Sales,54,117517,13,38.5,95,Yes
EMP101833,Sales,22,59539,1,38.5,16,No
EMP101834,Marketing,40,82450,8,40.9,55,No
EMP101835,Marketing,34,100738,13,36.5,84,Yes
EMP101836,Sales,40,91701,6,44.3,63,No
EMP101837,IT,30,91613,8,38.5,48,No
EMP101838,HR,35,85086,7,44.9,64,No
EMP101839,Operations,41,102426,9,42.0,69,No
EMP101840,IT,60,131950,13,37.1,88,Yes
EMP101841,Finance,41,107827,10,48.9,94,Yes
EMP101842,Finance,28,97565,13,49.1,94,Yes
EMP101843,Finance,32,93496,9,43.5,69,No
EMP101844,Sales,31,92767,9,40.8,64,Yes
EMP101845,Operations,22,90197,15,36.7,86,Yes
EMP101846,IT,32,100764,10,47.4,76,Yes
EMP101847,IT,41,113592,9,46.1,64,No
EMP101848,IT,25,80972,6,37.9,45,No
EMP101849,Operations,43,87547,2,38.6,40,No
EMP101850,Sales,39,97315,7,44.3,62,No
EMP101851,HR,29,73129,8,36.1,43,No
EMP101852,Marketing,34,89890,9,38.9,58,No
EMP101853,Operations,48,97039,6,36.8,51,Yes
EMP101854,Marketing,41,81723,9,37.0,45,No
EMP101855,Operations,35,88387,6,38.4,56,No
EMP101856,HR,33,67908,7,46.5,36,No
EMP101857,Marketing,36,96005,15,33.2,78,No
EMP101858,Finance,31,89920,6,44.2,62,No
EMP101859,Marketing,22,70391,5,43.3,51,Yes
EMP101860,Marketing,51,121652,13,46.8,83,No
EMP101861,Marketing,36,73682,7,43.3,57,Yes
EMP101862,Sales,38,96576,9,40.1,61,Yes
EMP101863,IT,35,94854,8,37.9,71,Yes
EMP101864,Sales,29,80929,4,47.0,57,No
EMP101865,Operations,34,99658,10,44.5,67,No
EMP101866,Operations,22,64947,8,39.5,36,Yes
EMP101867,IT,53,118095,8,46.5,75,No
EMP101868,IT,25,89396,8,39.8,66,No
EMP101869,IT,27,86572,9,42.0,74,No
EMP101870,Marketing,31,95674,10,39.0,68,No
EMP101871,Marketing,45,97791,9,44.7,74,No
EMP101872,IT,35,105399,14,37.0,78,No
EMP101873,Sales,25,74560,10,40.5,61,No
EMP101874,Marketing,45,106524,12,38.7,87,Yes
EMP101875,Marketing,41,80891,11,43.3,68,No
EMP101876,Sales,39,90913,7,43.9,68,No
EMP101877,Sales,41,98814,5,36.5,44,No
EMP101878,Sales,54,105619,9,44.0,83,Yes
EMP101879,HR,52,97490,11,34.6,69,No
EMP101880,Sales,30,84697,5,53.0,75,No
EMP101881,Sales,48,119710,12,39.4,98,Yes
EMP101882,Operations,38,91066,12,47.2,63,No
EMP101883,Sales,39,102796,7,43.0,72,Yes
EMP101884,Marketing,22,69795,6,43.2,54,No
EMP101885,IT,34,110492,13,36.2,81,Yes
EMP101886,Finance,28,82049,9,46.2,71,Yes
EMP101887,IT,42,119134,11,42.2,86,No
EMP101888,IT,44,103792,7,44.4,71,Yes
EMP101889,Marketing,22,67128,7,41.5,57,No
EMP101890,Operations,35,96694,11,42.7,82,No
EMP101891,IT,44,101248,6,37.6,54,Yes
EMP101892,Finance,34,86676,10,41.2,65,No
EMP101893,Marketing,41,99791,11,39.9,73,No
EMP101894,IT,38,108891,14,38.5,81,Yes
EMP101895,Sales,38,82993,5,42.7,66,No
EMP101896,Marketing,33,89643,7,43.8,52,Yes
EMP101897,Sales,25,95354,10,43.3,79,No
EMP101898,IT,26,83685,10,41.5,72,Yes
EMP101899,Finance,41,105385,10,44.1,74,No
EMP101900,Marketing,35,82209,7,43.2,61,No
EMP101901,Sales,34,98330,6,42.5,70,No
EMP101902,IT,32,101150,11,42.8,75,No
EMP101903,Marketing,33,96762,12,47.9,97,Yes
EMP101904,IT,43,116691,10,36.0,79,Yes
EMP101905,Marketing,32,88981,11,40.4,64,No
EMP101906,IT,24,78482,6,43.7,46,No
EMP101907,Operations,41,106514,9,34.1,62,No
EMP101908,Finance,33,93867,7,48.9,61,No
EMP101909,HR,35,79925,10,43.3,44,No
EMP101910,IT,48,114855,12,46.8,88,Yes
EMP101911,HR,35,75462,6,47.6,76,No
EMP101912,Operations,37,104955,12,44.1,81,No
EMP101913,Operations,26,93641,12,30.8,63,No
EMP101914,Finance,33,105710,9,42.7,79,Yes
EMP101915,Finance,40,91548,6,43.1,58,No
EMP101916,Marketing,23,78241,11,36.6,57,No
EMP101917,Operations,37,86599,7,33.1,55,No
EMP101918,Sales,36,89506,8,44.3,66,No
EMP101919,Finance,35,95379,6,35.8,48,No
EMP101920,Finance,43,102725,8,52.3,89,No
EMP101921,Sales,38,106295,11,43.3,72,Yes
EMP101922,IT,47,116702,13,48.8,89,No
EMP101923,Sales,27,86048,9,42.2,52,No
EMP101924,Finance,36,90143,7,45.8,70,Yes
EMP101925,Marketing,36,81977,11,42.3,68,No
EMP101926,IT,26,75871,6,47.0,65,No
EMP101927,Sales,43,90745,3,31.8,32,No
EMP101928,Finance,54,124129,6,46.4,65,No
EMP101929,Sales,35,83042,6,45.3,56,Yes
EMP101930,IT,39,109185,13,41.2,92,Yes
EMP101931,Sales,36,107938,16,40.0,90,Yes
EMP101932,Sales,29,82203,10,40.5,73,Yes
EMP101933,Sales,22,70897,8,43.4,54,No
EMP101934,Sales,29,86233,10,48.1,83,No
EMP101935,Sales,24,80781,12,39.3,54,No
EMP101936,Marketing,49,90702,7,33.5,45,No
EMP101937,HR,34,76299,8,54.4,73,No
EMP101938,Marketing,32,82890,6,45.4,47,No
EMP101939,Finance,42,112876,12,40.0,90,No
EMP101940,IT,26,90017,6,47.9,60,No
EMP101941,IT,29,96733,8,46.7,66,No
EMP101942,HR,36,80799,10,44.5,80,Yes
EMP101943,Marketing,43,91528,8,39.6,61,No
EMP101944,Marketing,39,85192,7,45.3,69,No
EMP101945,Marketing,37,93288,11,47.4,68,No
EMP101946,Sales,36,76060,2,33.4,19,No
EMP101947,Finance,38,101353,11,43.1,95,Yes
EMP101948,IT,37,95367,9,43.5,77,No
EMP101949,HR,27,81906,11,43.3,63,No
EMP101950,Finance,35,84112,6,42.2,56,No
EMP101951,IT,26,83215,10,47.9,67,No
EMP101952,IT,36,107921,12,40.9,92,Yes
EMP101953,Sales,31,87134,7,42.0,40,No
EMP101954,Marketing,55,103649,5,43.6,63,Yes
EMP101955,Operations,35,97214,10,41.1,73,Yes
EMP101956,Operations,24,72781,4,35.1,24,No
EMP101957,Sales,34,88795,2,43.1,42,No
EMP101958,Finance,39,107998,11,43.1,84,No
EMP101959,Sales,48,115243,8,40.2,55,No
EMP101960,Marketing,30,86172,11,41.3,60,No
EMP101961,IT,22,87398,7,30.0,39,No
EMP101962,Finance,42,115725,11,48.0,84,Yes
EMP101963,Marketing,24,68744,6,46.5,51,No
EMP101964,Finance,32,92869,12,35.3,66,No
EMP101965,Sales,33,83924,8,38.6,48,No
EMP101966,Sales,34,94291,10,49.2,81,Yes
EMP101967,IT,41,98502,9,36.2,63,No
EMP101968,Finance,30,84678,8,44.4,70,Yes
EMP101969,HR,33,80783,5,39.5,36,No
EMP101970,IT,35,105801,11,44.1,76,Yes
EMP101971,IT,36,87084,10,42.3,73,No
EMP101972,Marketing,36,81404,9,40.6,49,No
EMP101973,HR,38,103353,11,43.9,81,Yes
EMP101974,Sales,42,106677,9,39.5,69,No
EMP101975,HR,38,99502,18,33.1,64,No
EMP101976,Operations,39,96869,15,37.4,77,No
EMP101977,HR,22,65503,12,36.8,61,No
EMP101978,Finance,35,101855,11,34.0,63,No
EMP101979,Operations,39,117662,15,43.8,95,Yes
EMP101980,Marketing,41,103280,7,41.1,64,No
EMP101981,IT,29,85146,11,43.8,81,Yes
EMP101982,Marketing,30,78625,8,44.6,66,No
EMP101983,Finance,30,78658,6,45.8,52,No
EMP101984,Finance,39,93622,5,44.0,46,No
EMP101985,IT,43,101614,10,37.1,70,No
EMP101986,IT,32,80525,3,44.9,38,No
EMP101987,Marketing,42,85996,6,43.1,52,No
EMP101988,Finance,36,95942,7,53.0,80,Yes
EMP101989,Finance,34,89111,8,42.0,71,Yes
EMP101990,Marketing,33,76373,5,43.9,61,No
EMP101991,Marketing,41,93066,6,41.5,57,No
EMP101992,IT,38,111655,9,42.2,70,Yes
EMP101993,Sales,53,118295,5,41.9,54,No
EMP101994,IT,28,87136,6,39.8,68,Yes
EMP101995,Marketing,39,90669,8,42.9,62,No
EMP101996,Sales,31,99697,12,45.1,89,Yes
EMP101997,Operations,28,94203,12,39.9,75,No
EMP101998,IT,35,94491,4,46.2,54,No
EMP101999,IT,36,93524,11,45.6,75,No
EMP102000,HR,58,118049,9,37.6,59,No
EMP102001,HR,34,85949,10,37.2,69,No
EMP102002,IT,26,82038,9,44.2,65,No
EMP102003,Operations,37,81369,5,39.1,57,No
EMP102004,IT,22,80692,6,36.8,41,No
EMP102005,HR,34,66930,9,50.6,68,No
EMP102006,Marketing,35,87447,9,37.2,49,Yes
EMP102007,Finance,41,102070,11,34.4,63,No
EMP102008,Marketing,43,91458,8,38.1,47,Yes
EMP102009,IT,31,87057,7,43.2,63,No
EMP102010,Finance,34,79724,6,42.4,54,No
EMP102011,IT,29,99115,10,51.4,98,No
EMP102012,IT,26,74633,9,38.2,43,No
EMP102013,Operations,37,102616,14,43.2,98,Yes
EMP102014,IT,25,79315,8,47.6,59,No
EMP102015,Sales,32,99501,9,38.7,67,Yes
EMP102016,Finance,27,85736,9,45.5,60,No
EMP102017,HR,39,71660,7,32.8,40,No
EMP102018,Operations,49,117481,13,50.8,82,Yes
EMP102019,IT,25,81445,10,47.0,68,Yes
EMP102020,Sales,22,83309,10,38.6,62,Yes
EMP102021,Operations,34,90906,8,46.1,83,Yes
EMP102022,Sales,35,103636,11,48.6,70,No
EMP102023,Operations,37,97322,11,35.6,65,No
EMP102024,IT,31,98315,9,39.0,60,No
EMP102025,Finance,33,89457,7,48.7,54,No
EMP102026,HR,38,86862,11,42.3,63,No
EMP102027,Marketing,43,102395,8,44.2,67,No
EMP102028,Operations,22,79817,16,42.4,89,Yes
EMP102029,HR,32,73982,6,46.5,58,No
EMP102030,Sales,37,93789,11,44.6,67,No
EMP102031,IT,28,89453,6,42.5,42,No
EMP102032,Sales,49,100520,8,31.5,54,Yes
EMP102033,Finance,30,77747,4,45.2,48,No
EMP102034,Operations,35,86863,7,45.6,77,Yes
EMP102035,Sales,39,104926,9,35.8,59,No
EMP102036,HR,30,68605,6,36.1,48,Yes
EMP102037,IT,22,72995,5,44.6,55,No
EMP102038,IT,32,86511,9,43.0,73,No
EMP102039,IT,43,101902,9,32.1,59,No
EMP102040,HR,32,76678,6,37.9,49,No
EMP102041,Operations,28,80192,8,43.6,43,No
EMP102042,Sales,42,99889,9,45.4,73,Yes
EMP102043,Sales,32,101647,11,39.1,67,No
EMP102044,IT,31,81566,8,41.3,69,No
EMP102045,Operations,36,103507,8,37.6,53,No
EMP102046,Marketing,41,91670,3,48.6,55,No
EMP102047,IT,54,119045,9,42.9,85,Yes
EMP102048,Marketing,42,98947,9,38.7,67,Yes
EMP102049,Sales,44,97903,9,36.2,62,No
EMP102050,IT,31,93515,8,35.7,63,No
EMP102051,Finance,27,91299,5,51.1,69,No
EMP102052,Finance,35,89522,8,41.1,57,No
EMP102053,IT,36,99808,10,40.0,59,No
EMP102054,Operations,26,83859,14,40.9,82,Yes
EMP102055,Marketing,34,79823,7,38.8,45,No
EMP102056,Sales,38,92384,9,41.5,64,No
EMP102057,Finance,38,95831,11,42.2,83,No
EMP102058,Finance,39,89418,4,42.1,48,No
EMP102059,Sales,37,92125,8,35.7,50,No
EMP102060,Sales,31,82181,8,46.5,64,No
EMP102061,IT,31,90405,15,39.2,79,Yes
EMP102062,Sales,25,76474,8,38.7,45,No
EMP102063,Marketing,49,113716,14,38.5,99,Yes
EMP102064,Finance,35,99385,5,36.7,44,No
EMP102065,IT,33,90561,6,43.3,65,No
EMP102066,Marketing,28,87214,10,46.5,67,No
EMP102067,IT,58,132246,14,38.4,97,Yes
EMP102068,HR,26,83789,11,32.8,57,No
EMP102069,IT,32,88933,9,36.9,58,Yes
EMP102070,HR,38,88030,8,39.8,60,No
EMP102071,Marketing,40,93842,6,35.8,52,Yes
EMP102072,Sales,43,104962,9,39.0,65,No
EMP102073,IT,49,126185,8,39.2,71,No
EMP102074,Operations,39,100494,14,41.9,90,No
EMP102075,Operations,27,92683,11,34.7,53,No
EMP102076,Operations,33,89334,6,44.9,50,No
EMP102077,IT,37,104497,11,50.3,92,Yes
EMP102078,Finance,52,135636,14,49.1,94,Yes
EMP102079,Operations,24,74321,8,39.1,39,No
EMP102080,Marketing,45,100334,9,45.3,89,No
EMP102081,IT,36,92167,5,44.8,70,No
EMP102082,IT,42,100761,10,41.8,68,No
EMP102083,Finance,34,94969,7,42.9,71,No
EMP102084,Operations,28,89032,11,45.4,85,Yes
EMP102085,Sales,41,95972,8,46.4,75,No
EMP102086,Finance,40,111775,9,37.9,67,No
EMP102087,IT,43,101577,7,45.7,74,Yes
EMP102088,Sales,35,80821,9,50.3,81,No
EMP102089,Marketing,30,102613,14,46.4,98,Yes
EMP102090,Finance,23,79667,5,49.7,48,No
EMP102091,Marketing,42,100356,9,30.0,68,No
EMP102092,Operations,38,80963,3,45.0,67,No
EMP102093,IT,27,88853,8,43.3,49,No
EMP102094,Sales,31,77038,8,47.1,69,No
EMP102095,HR,31,77049,9,36.4,69,No
EMP102096,Marketing,23,68378,9,39.5,62,No
EMP102097,Sales,28,77171,5,46.5,63,No
EMP102098,Sales,26,89541,11,36.7,53,No
EMP102099,Marketing,32,81914,11,43.2,77,No
EMP102100,Finance,29,86949,6,41.9,57,No
EMP102101,Operations,22,70398,6,41.0,53,No
EMP102102,Sales,51,107303,5,44.9,56,No
EMP102103,IT,45,105147,7,36.4,48,No
EMP102104,Sales,29,86424,8,38.1,54,No
EMP102105,Marketing,37,84625,8,41.3,57,No
EMP102106,HR,38,76706,9,36.0,51,No
EMP102107,Operations,45,91676,8,48.2,69,No
EMP102108,Operations,28,75183,7,38.0,46,No
EMP102109,HR,44,86125,10,45.9,68,No
EMP102110,Operations,31,94702,9,37.6,61,No
EMP102111,IT,24,88103,11,45.5,65,No
EMP102112,IT,41,109116,8,34.0,62,No
EMP102113,IT,45,111322,7,49.0,80,Yes
EMP102114,Operations,56,122639,13,47.7,90,No
EMP102115,Sales,25,102219,10,39.2,80,Yes
EMP102116,IT,41,119366,7,37.9,58,No
EMP102117,Finance,32,98151,8,44.3,79,No
EMP102118,Sales,41,92969,9,34.4,58,No
EMP102119,IT,23,88798,7,42.2,67,No
EMP102120,Operations,25,64109,7,38.0,45,No
EMP102121,Marketing,29,98380,14,40.7,88,Yes
EMP102122,Sales,36,71663,6,38.8,52,No
EMP102123,Operations,30,78686,7,38.0,64,No
EMP102124,Finance,40,104855,7,50.5,87,No
EMP102125,Operations,43,102111,9,45.9,80,Yes
EMP102126,Sales,40,88329,9,34.6,43,Yes
EMP102127,Sales,48,111422,11,37.6,55,No
EMP102128,IT,38,116714,16,46.3,100,Yes
EMP102129,Operations,25,75829,7,46.8,56,No
EMP102130,Finance,46,100556,6,35.1,45,No
EMP102131,IT,30,102730,12,45.5,85,Yes
EMP102132,IT,42,109869,7,43.3,74,No
EMP102133,Sales,48,109475,11,32.3,60,No
EMP102134,Sales,39,101518,7,40.0,68,No
EMP102135,Marketing,23,69262,7,41.3,51,No
EMP102136,Operations,28,77061,8,42.2,58,No
EMP102137,IT,46,119541,9,35.4,82,No
EMP102138,Marketing,34,94923,9,38.2,63,No
EMP102139,IT,36,93879,8,38.9,59,No
EMP102140,Operations,41,96408,11,39.3,75,No
EMP102141,Marketing,41,102386,7,39.4,75,No
EMP102142,Sales,37,94784,10,41.3,69,No
EMP102143,Marketing,33,89420,11,43.5,78,Yes
EMP102144,HR,32,87087,14,50.9,93,Yes
EMP102145,Finance,42,109730,8,46.4,76,Yes
EMP102146,Marketing,39,107665,10,48.6,82,Yes
EMP102147,Finance,33,93220,9,39.6,59,No
EMP102148,Finance,44,124106,11,37.0,91,Yes
EMP102149,Finance,34,87073,7,46.0,60,No
EMP102150,Marketing,28,85303,13,41.9,64,No
EMP102151,HR,29,85439,12,45.7,80,Yes
EMP102152,IT,27,80098,7,37.6,57,No
EMP102153,Marketing,33,89761,9,45.2,81,Yes
EMP102154,Marketing,45,97089,9,41.1,58,No
EMP102155,IT,29,76335,6,39.7,56,Yes
EMP102156,IT,37,88345,8,40.2,76,No
EMP102157,IT,30,93857,11,44.5,72,No
EMP102158,HR,33,77906,6,45.9,56,No
EMP102159,Finance,23,76233,11,40.2,54,No
EMP102160,Marketing,33,83272,7,43.7,74,No
EMP102161,Sales,33,89889,9,43.7,56,No
EMP102162,Sales,39,91394,7,45.7,62,No
EMP102163,Finance,37,95643,11,46.9,88,No
EMP102164,Marketing,25,72241,6,51.1,58,No
EMP102165,Finance,44,108746,11,39.7,68,No
EMP102166,Operations,37,105690,13,49.3,95,Yes
EMP102167,Sales,37,84043,8,42.6,80,No
EMP102168,IT,35,102484,11,36.5,67,Yes
EMP102169,Sales,31,80569,10,38.7,59,No
EMP102170,HR,37,84178,9,44.3,58,Yes
EMP102171,Sales,39,84030,6,45.6,62,No
EMP102172,IT,22,80696,11,36.9,68,No
EMP102173,IT,31,95177,10,38.2,60,No
EMP102174,Operations,33,89806,12,39.3,76,No
EMP102175,IT,37,116600,13,37.7,78,Yes
EMP102176,Marketing,45,112675,12,32.6,55,No
EMP102177,HR,29,71829,4,30.9,30,No
EMP102178,Sales,31,92910,10,40.1,84,Yes
EMP102179,Sales,31,83582,7,43.3,49,No
EMP102180,Sales,29,97229,12,45.3,85,No
EMP102181,HR,32,74236,7,35.2,54,No
EMP102182,IT,41,116316,8,35.3,62,Yes
EMP102183,IT,27,84747,10,39.4,52,No
EMP102184,HR,38,81827,10,42.0,66,No
EMP102185,Sales,22,67230,9,47.0,77,Yes
EMP102186,Operations,31,74475,7,45.6,55,No
EMP102187,Operations,32,73224,7,40.2,52,No
EMP102188,Marketing,48,103285,8,43.8,62,No
EMP102189,Marketing,33,87323,7,37.8,51,No
EMP102190,Sales,22,75805,9,42.4,64,No
EMP102191,HR,22,59288,9,41.7,55,No
EMP102192,Operations,35,90982,11,49.0,80,Yes
EMP102193,Sales,40,107649,12,44.5,90,Yes
EMP102194,Sales,38,87348,6,38.1,55,No
EMP102195,IT,36,92810,8,38.2,64,No
